Symbol,Name,Last Sale,Net Change,% Change,Market Cap
URI,"United Rentals, Inc. Common Stock",$848.13,55.38,6.986%,"53,430,618,415"
D,"Dominion Energy, Inc. Common Stock",$62.33,0.90,1.465%,"53,224,414,555"
CMG,"Chipotle Mexican Grill, Inc. Common Stock",$39.93,0.76,1.94%,"52,798,560,540"
FERG,Ferguson Enterprises Inc. Common Stock,$261.05,3.40,1.32%,"52,575,223,830"
AME,"AMETEK, Inc.",$227.83,-1.09,-0.476%,"52,447,348,386"
ARGX,argenx SE American Depositary Shares,$850.87,-0.85,-0.10%,"51,895,290,496"
TGT,Target Corporation Common Stock,$114.13,2.83,2.543%,"51,678,796,486"
ADSK,"Autodesk, Inc. Common Stock",$243.41,2.62,1.088%,"51,602,920,000"
MET,"MetLife, Inc. Common Stock",$78.01,1.11,1.443%,"51,400,138,085"
IDXX,"IDEXX Laboratories, Inc. Common Stock",$642.94,10.38,1.641%,"51,339,614,110"
BRKRP,"Bruker Corporation 6.375% Mandatory Convertible Preferred Stock, Series A",$334.87,-0.28,-0.084%,"50,880,530,891"
AU,AngloGold Ashanti PLC Ordinary Shares,$100.87,0.13,0.129%,"50,790,773,735"
CTVA,"Corteva, Inc. Common Stock ",$75.12,0.08,0.107%,"50,760,987,840"
AMP,"Ameriprise Financial, Inc. Common Stock",$545.50,15.45,2.915%,"50,680,066,442"
PSA,Public Storage Common Stock,$288.50,8.96,3.205%,"50,621,079,539"
OKE,"ONEOK, Inc. Common Stock",$80.34,2.07,2.645%,"50,552,463,289"
NDAQ,"Nasdaq, Inc. Common Stock",$88.49,0.78,0.889%,"50,527,385,866"
CCJ,Cameco Corporation Common Stock,$114.82,-11.33,-8.981%,"49,993,449,882"
BSBR,"Banco Santander Brasil SA American Depositary Shares, each representing one unit",$6.63,-0.22,-3.212%,"49,457,333,156"
CBRE,CBRE Group Inc Common Stock Class A,$165.89,2.54,1.555%,"49,367,702,272"
CAH,"Cardinal Health, Inc. Common Stock",$206.85,-11.15,-5.115%,"49,146,534,438"
EA,Electronic Arts Inc. Common Stock,$196.84,-4.55,-2.259%,"49,092,793,984"
FER,Ferrovial SE Ordinary Shares,$67.97,-0.23,-0.337%,"48,951,048,673"
FANG,"Diamondback Energy, Inc. Common Stock",$168.99,6.11,3.751%,"48,419,963,510"
VST,Vistra Corp. Common Stock,$142.52,-10.48,-6.85%,"48,289,408,835"
ROK,"Rockwell Automation, Inc. Common Stock",$429.84,-0.47,-0.109%,"48,259,670,039"
HLN,Haleon plc American Depositary Shares (Each representing two Ordinary Shares),$10.78,0.29,2.765%,"48,005,881,331"
BIDU,"Baidu, Inc. ADS",$137.95,-6.91,-4.77%,"47,423,195,103"
GFI,Gold Fields Limited American Depositary Shares,$52.54,0.05,0.095%,"47,024,573,937"
ALNY,"Alnylam Pharmaceuticals, Inc. Common Stock",$351.96,0.16,0.045%,"46,498,779,383"
EW,Edwards Lifesciences Corporation Common Stock,$79.77,-2.33,-2.838%,"46,290,531,000"
DAL,"Delta Air Lines, Inc. Common Stock",$70.86,0.42,0.596%,"46,268,941,740"
LNG,"Cheniere Energy, Inc. Common Stock",$213.86,2.90,1.375%,"46,030,109,195"
OXY,Occidental Petroleum Corporation Common Stock,$46.69,1.43,3.16%,"45,999,475,163"
FNV,Franco-Nevada Corporation,$238.56,-0.11,-0.046%,"45,988,904,260"
DHI,"D.R. Horton, Inc. Common Stock",$158.22,4.39,2.854%,"45,836,871,157"
HMC,"Honda Motor Company, Ltd. Common Stock",$31.62,1.04,3.401%,"45,812,210,889"
CCL,Carnival Corporation Common Stock,$32.09,0.15,0.47%,"45,734,452,869"
COIN,"Coinbase Global, Inc. Class A Common Stock",$168.62,-11.04,-6.145%,"45,467,339,917"
CUK,Carnival Plc ADS ADS,$31.86,0.10,0.315%,"45,406,658,411"
ABEV,Ambev S.A. American Depositary Shares (Each representing 1 Common Share),$2.90,UNCH,--,"45,404,021,753"
HEI,Heico Corporation Common Stock,$324.48,-9.84,-2.943%,"45,218,417,562"
XEL,Xcel Energy Inc. Common Stock,$76.20,0.25,0.329%,"45,075,330,703"
ARES,Ares Management Corporation Class A Common Stock,$137.22,5.62,4.271%,"44,852,979,823"
WDAY,"Workday, Inc. Class A Common Stock",$170.15,8.98,5.572%,"44,749,450,000"
YUM,"Yum! Brands, Inc.",$159.57,0.83,0.523%,"44,305,061,924"
RBLX,Roblox Corporation Class A Common Stock,$63.07,-2.33,-3.563%,"44,270,441,790"
TRGP,"Targa Resources, Inc. Common Stock",$204.44,0.80,0.393%,"43,884,796,824"
EXC,Exelon Corporation Common Stock,$43.43,-0.58,-1.318%,"43,876,908,424"
ODFL,"Old Dominion Freight Line, Inc. Common Stock",$208.54,18.77,9.891%,"43,605,388,469"
WCN,"Waste Connections, Inc. Common Shares",$169.28,2.96,1.78%,"43,603,196,739"
NUE,Nucor Corporation Common Stock,$189.95,3.45,1.85%,"43,471,702,277"
PCG,Pacific Gas & Electric Co. Common Stock,$16.23,0.89,5.802%,"43,425,864,663"
ETR,Entergy Corporation Common Stock,$96.83,-0.52,-0.534%,"43,243,978,214"
EL,"Estee Lauder Companies, Inc. (The) Common Stock",$119.61,3.34,2.873%,"43,102,688,306"
CCEP,Coca-Cola Europacific Partners plc Ordinary Shares,$94.85,2.47,2.674%,"43,060,233,770"
MT,Arcelor Mittal NY Registry Shares NEW,$55.98,-0.69,-1.218%,"43,023,239,900"
PUK,Prudential Public Limited Company Common Stock,$33.59,0.09,0.269%,"42,915,238,367"
MSCI,MSCI Inc. Common Stock,$571.02,-10.46,-1.799%,"42,906,179,560"
MCHP,Microchip Technology Incorporated Common Stock,$78.23,1.57,2.048%,"42,279,155,824"
KR,Kroger Company (The) Common Stock,$66.80,2.63,4.098%,"42,274,323,888"
TER,"Teradyne, Inc. Common Stock",$269.07,-13.91,-4.916%,"42,138,596,088"
BBD,Banco Bradesco Sa American Depositary Shares,$3.95,-0.18,-4.358%,"42,036,572,401"
ASX,"ASE Technology Holding Co., Ltd. American Depositary Shares (each representing Two Common Shares) ",$18.99,-0.40,-2.063%,"41,934,530,183"
HSY,The Hershey Company Common Stock,$205.79,4.32,2.144%,"41,731,150,256"
TRI,Thomson Reuters Corporation Common Shares,$93.56,1.61,1.751%,"41,619,463,084"
AIG,"American International Group, Inc. New Common Stock",$76.37,2.24,3.022%,"41,207,423,244"
WAB,Westinghouse Air Brake Technologies Corporation Common Stock,$240.79,4.52,1.913%,"41,164,780,817"
VMC,Vulcan Materials Company (Holding Company) Common Stock,$311.49,0.48,0.154%,"41,157,455,598"
CRWV,"CoreWeave, Inc. Class A Common Stock",$82.46,-7.60,-8.439%,"41,091,262,040"
DDOG,"Datadog, Inc. Class A Common Stock",$115.71,-3.95,-3.301%,"40,576,112,367"
SYY,Sysco Corporation Common Stock,$84.65,0.03,0.035%,"40,541,479,438"
MLM,"Martin Marietta Materials, Inc. Common Stock",$671.17,8.15,1.229%,"40,476,345,167"
TKO,"TKO Group Holdings, Inc. Class A Common Stock",$206.53,3.41,1.679%,"40,290,074,180"
TEVA,Teva Pharmaceutical Industries Limited American Depositary Shares,$34.96,-1.29,-3.559%,"40,108,996,620"
JD,"JD.com, Inc. American Depositary Shares",$27.55,-0.49,-1.748%,"40,038,262,731"
PEG,Public Service Enterprise Group Incorporated Common Stock,$80.14,-1.42,-1.741%,"40,002,199,637"
HBANL,"Huntington Bancshares Incorporated Depositary Shares, Each Representing a 1/40th Interest in a Share of 6.875% Series J Non-Cumulative Perpetual Preferred Stock",$25.32,-0.02,-0.079%,"39,874,015,809"
PRU,"Prudential Financial, Inc. Common Stock",$102.17,-5.01,-4.674%,"39,817,268,497"
KGC,Kinross Gold Corporation Common Stock,$32.98,-0.32,-0.961%,"39,810,158,000"
COHR,Coherent Corp. Common Stock,$211.00,-18.18,-7.933%,"39,545,570,626"
FIX,"Comfort Systems USA, Inc. Common Stock","$1,119.81",-90.16,-7.451%,"39,497,882,330"
GRMN,Garmin Ltd. Common Stock (Switzerland),$205.26,4.04,2.008%,"39,478,642,280"
HIG,"The Hartford Insurance Group, Inc. Common Stock",$140.86,2.42,1.748%,"39,250,680,131"
ED,"Consolidated Edison, Inc. Common Stock",$108.38,0.93,0.866%,"39,118,201,195"
ALC,Alcon Inc. Ordinary Shares,$79.06,1.73,2.237%,"39,104,366,575"
RKLB,Rocket Lab Corporation Common Stock,$73.11,-8.16,-10.041%,"39,052,169,506"
ONC,BeOne Medicines Ltd. American Depositary Shares,$352.00,5.62,1.622%,"38,951,595,936"
LVS,Las Vegas Sands Corp. Common Stock,$57.50,0.56,0.983%,"38,877,733,003"
CPRT,"Copart, Inc. (DE) Common Stock",$40.16,1.22,3.133%,"38,875,590,189"
EBAY,eBay Inc. Common Stock,$85.84,-6.54,-7.079%,"38,799,680,000"
ROP,"Roper Technologies, Inc. Common Stock",$359.71,10.89,3.122%,"38,718,259,945"
KDP,Keurig Dr Pepper Inc. Common Stock,$28.45,0.48,1.716%,"38,651,689,906"
IR,Ingersoll Rand Inc. Common Stock,$97.41,3.69,3.937%,"38,487,703,577"
PYPL,"PayPal Holdings, Inc. Common Stock",$41.03,-0.67,-1.607%,"38,389,799,632"
RMD,ResMed Inc. Common Stock,$263.03,11.62,4.622%,"38,317,789,815"
NOK,Nokia Corporation Sponsored American Depositary Shares,$6.80,0.11,1.644%,"38,119,782,346"
KEYS,Keysight Technologies Inc. Common Stock,$221.60,-5.56,-2.448%,"38,008,335,616"
ASTS,"AST SpaceMobile, Inc. Class A Common Stock",$103.50,-12.26,-10.591%,"37,986,500,655"
GEHC,GE HealthCare Technologies Inc. Common Stock ,$82.63,3.85,4.887%,"37,639,749,147"
A,"Agilent Technologies, Inc. Common Stock",$132.98,0.84,0.636%,"37,612,014,928"
CCI,Crown Castle Inc. Common Stock,$86.11,1.70,2.014%,"37,499,097,551"
TCOM,Trip.com Group Limited American Depositary Shares,$57.39,-3.09,-5.109%,"37,491,206,449"
RYAAY,Ryanair Holdings plc American Depositary Shares,$71.13,0.36,0.509%,"37,431,009,412"
VOD,Vodafone Group Plc American Depositary Shares,$15.71,0.46,3.016%,"37,325,402,165"
BBDO,Banco Bradesco Sa American Depositary Shares (each representing one Common Share),$3.49,-0.20,-5.42%,"37,141,174,096"
TTWO,"Take-Two Interactive Software, Inc. Common Stock",$200.76,-11.41,-5.378%,"37,096,198,312"
MSTR,Strategy Inc Common Stock Class A,$129.09,-4.17,-3.129%,"37,094,493,651"
FMX,Fomento Economico Mexicano S.A.B. de C.V. Common Stock,$106.68,-1.75,-1.614%,"37,082,234,167"
MCHPP,Microchip Technology Incorporated Depositary Shares Each Representing a 1/20th Interest in a Share of 7.50% Series A Mandatory Convertible Preferred Stock,$68.59,1.52,2.266%,"37,069,248,344"
CTSH,Cognizant Technology Solutions Corporation Class A Common Stock,$76.71,2.21,2.966%,"37,023,810,944"
ERIC,Ericsson American Depositary Shares,$11.05,-0.06,-0.54%,"36,998,181,672"
STT,State Street Corporation Common Stock,$132.03,1.94,1.491%,"36,877,620,925"
WEC,"WEC Energy Group, Inc. Common Stock",$113.33,1.07,0.953%,"36,865,597,579"
VTR,"Ventas, Inc. Common Stock",$77.73,0.04,0.051%,"36,512,332,410"
SLF,Sun Life Financial Inc. Common Stock,$65.31,0.95,1.476%,"36,405,040,507"
CVE,Cenovus Energy Inc Common Stock,$20.28,0.33,1.654%,"36,328,152,120"
IX,ORIX Corporation American Depositary Shares,$31.23,0.39,1.265%,"36,319,310,880"
ACGL,Arch Capital Group Ltd. Common Stock,$100.13,3.31,3.419%,"36,309,735,172"
FITB,Fifth Third Bancorp Common Stock,$54.09,1.34,2.54%,"35,754,126,585"
CIEN,Ciena Corporation Common Stock,$253.50,-23.02,-8.325%,"35,706,675,323"
MTB,M&T Bank Corporation Common Stock,$232.26,4.14,1.815%,"35,696,220,795"
CPNG,"Coupang, Inc. Class A Common Stock",$19.45,0.10,0.517%,"35,528,294,614"
HBANM,Huntington Bancshares Incorporated Depositary Shares each representing a 1/1000th interest in a share of Huntington Series I Preferred Stock,$22.56,-0.01,-0.044%,"35,527,559,109"
UAL,"United Airlines Holdings, Inc. Common Stock",$109.48,-1.38,-1.245%,"35,442,835,036"
KB,KB Financial Group Inc,$94.64,0.20,0.212%,"35,357,572,046"
PAYX,"Paychex, Inc. Common Stock",$98.48,1.33,1.369%,"35,351,114,476"
OTIS,Otis Worldwide Corporation Common Stock ,$90.37,3.21,3.683%,"35,218,621,455"
XYZ,"Block, Inc. Class A Common Stock,",$57.43,0.64,1.127%,"34,898,200,950"
BE,Bloom Energy Corporation Class A Common Stock,$147.35,-21.54,-12.754%,"34,849,859,749"
WDS,"Woodside Energy Group Limited American Depositary Shares, each representing one Ordinary Share",$18.21,0.41,2.303%,"34,576,233,330"
EQT,EQT Corporation Common Stock,$55.40,-0.20,-0.36%,"34,573,311,800"
NTR,Nutrien Ltd. Common Shares,$71.50,1.09,1.548%,"34,558,849,540"
KVUE,Kenvue Inc. Common Stock,$18.01,0.42,2.388%,"34,503,597,082"
IQV,"IQVIA Holdings, Inc. Common Stock",$202.54,-1.23,-0.604%,"34,492,562,000"
BAP,Credicorp Ltd. Common Stock,$363.63,-11.62,-3.097%,"34,320,241,931"
KMB,Kimberly-Clark Corporation Common Stock,$103.21,2.44,2.421%,"34,254,688,502"
AXON,"Axon Enterprise, Inc. Common Stock",$430.65,-20.64,-4.574%,"34,184,336,383"
XYL,Xylem Inc. Common Stock New,$139.74,1.17,0.844%,"34,022,366,864"
RJF,"Raymond James Financial, Inc. Common Stock",$169.89,3.69,2.22%,"33,503,979,718"
LYV,"Live Nation Entertainment, Inc. Common Stock",$142.46,1.12,0.792%,"33,441,237,763"
HBANZ,"Huntington Bancshares Incorporated Depositary Shares, Each Representing a 1/1000th Interest in a Share of 5.50% Series L Non-Cumulative Perpetual Preferred Stock",$21.11,0.04,0.19%,"33,244,094,539"
UI,Ubiquiti Inc. Common Stock,$548.24,-20.92,-3.676%,"33,168,330,857"
LITE,Lumentum Holdings Inc. Common Stock,$465.54,30.44,6.996%,"33,006,786,000"
VIK,Viking Holdings Ltd Ordinary Shares,$74.40,0.59,0.799%,"32,955,519,730"
FICO,Fair Isaac Corporation Common Stock,"$1,386.88",58.81,4.428%,"32,899,753,202"
DG,Dollar General Corporation Common Stock,$149.25,1.21,0.817%,"32,852,741,497"
IBKR,"Interactive Brokers Group, Inc. Class A Common Stock",$73.44,-1.49,-1.989%,"32,707,540,752"
WTW,Willis Towers Watson Public Limited Company Ordinary Shares,$339.74,4.64,1.385%,"32,529,633,781"
INSM,Insmed Incorporated Common Stock,$152.44,-4.72,-3.003%,"32,511,407,614"
CHT,"Chunghwa Telecom Co., Ltd.",$41.77,-0.07,-0.167%,"32,402,854,239"
ADM,Archer-Daniels-Midland Company Common Stock,$67.34,-0.05,-0.074%,"32,361,565,955"
FISV,"Fiserv, Inc. Common Stock",$59.72,1.60,2.753%,"32,120,514,692"
SYM,Symbotic Inc. Class A Common Stock,$53.48,-2.64,-4.704%,"32,075,841,750"
SATS,EchoStar  Corporation Common Stock,$110.69,-4.13,-3.597%,"31,865,029,307"
CLS,"Celestica, Inc. Common Stock",$275.86,-21.59,-7.258%,"31,734,002,269"
EME,"EMCOR Group, Inc. Common Stock",$708.62,-35.91,-4.823%,"31,721,986,548"
QSR,Restaurant Brands International Inc. Common Shares,$69.29,2.54,3.805%,"31,512,759,547"
VEEV,Veeva Systems Inc. Class A Common Stock,$190.69,-0.11,-0.058%,"31,345,975,930"
ESLT,Elbit Systems Ltd. Ordinary Shares,$679.99,-40.02,-5.558%,"31,314,231,730"
LPLA,LPL Financial Holdings Inc. Common Stock,$388.96,2.02,0.522%,"31,131,433,453"
AMRZ,Amrize Ltd Ordinary Shares,$56.14,2.14,3.963%,"31,050,027,354"
HPE,Hewlett Packard Enterprise Company Common Stock,$23.24,1.46,6.703%,"31,014,550,894"
NRG,"NRG Energy, Inc. Common Stock",$143.99,-8.19,-5.382%,"30,911,419,417"
VICI,VICI Properties Inc. Common Stock,$28.85,0.80,2.852%,"30,835,208,053"
ROL,"Rollins, Inc. Common Stock",$63.51,0.53,0.842%,"30,557,871,685"
SHG,Shinhan Financial Group Co Ltd American Depositary Shares,$60.55,0.13,0.215%,"30,483,614,429"
CBOE,"Cboe Global Markets, Inc. Common Stock",$271.20,2.52,0.938%,"30,325,245,000"
DOV,Dover Corporation Common Stock,$220.02,8.36,3.95%,"30,176,452,124"
ULTA,"Ulta Beauty, Inc. Common Stock",$678.64,5.25,0.78%,"30,105,944,406"
EXR,Extra Space Storage Inc Common Stock,$141.71,3.59,2.599%,"30,077,604,562"
FOXA,Fox Corporation Class A Common Stock,$67.73,-2.54,-3.615%,"30,068,240,493"
HBAN,Huntington Bancshares Incorporated Common Stock,$19.02,0.63,3.426%,"29,952,755,951"
EXEEW,Expand Energy Corporation Class A Warrants,$125.00,124.9899,1237523.762%,"29,771,212,125"
AXIA,AXIA Energia American Depositary Shares (Each representing one Common Share),$10.49,-0.38,-3.496%,"29,711,805,780"
ZS,"Zscaler, Inc. Common Stock",$185.79,-2.26,-1.202%,"29,628,155,734"
TDY,Teledyne Technologies Incorporated Common Stock,$629.73,-10.69,-1.669%,"29,566,445,044"
STLA,Stellantis N.V. Common Shares,$10.23,0.31,3.125%,"29,467,436,014"
TSCO,Tractor Supply Company Common Stock,$55.28,1.81,3.385%,"29,210,150,732"
STLD,"Steel Dynamics, Inc.",$198.88,5.93,3.073%,"29,043,412,758"
KHC,The Kraft Heinz Company Common Stock,$24.48,0.61,2.556%,"28,977,950,108"
EXPE,"Expedia Group, Inc. Common Stock",$236.48,2.02,0.862%,"28,976,489,147"
RDDT,"Reddit, Inc. Class A Common Stock",$152.69,-12.72,-7.69%,"28,934,108,358"
HAL,Halliburton Company Common Stock,$34.34,0.47,1.388%,"28,901,457,787"
STZ,"Constellation Brands, Inc. Common Stock",$166.68,6.06,3.773%,"28,899,749,295"
CFG,"Citizens Financial Group, Inc. Common Stock",$66.60,0.63,0.955%,"28,603,780,321"
NTRS,Northern Trust Corporation Common Stock,$150.80,0.96,0.641%,"28,518,899,245"
LEN,Lennar Corporation Class A Common Stock,$115.27,2.74,2.435%,"28,470,163,249"
NTRA,"Natera, Inc. Common Stock",$205.61,-22.07,-9.693%,"28,440,209,184"
MTD,"Mettler-Toledo International, Inc. Common Stock","$1,389.73",19.83,1.448%,"28,390,022,870"
CHTR,"Charter Communications, Inc. Class A Common Stock New",$224.18,11.44,5.377%,"28,388,260,879"
AEE,Ameren Corporation Common Stock,$104.75,0.74,0.711%,"28,334,342,451"
PPG,"PPG Industries, Inc. Common Stock",$125.95,6.43,5.38%,"28,263,180,000"
DTE,DTE Energy Company Common Stock,$135.70,0.03,0.022%,"28,182,584,728"
CQP,"Cheniere Energy Partners, LP Common Units",$58.19,1.20,2.106%,"28,167,022,132"
STRC,Strategy Inc Variable Rate Series A Perpetual Stretch Preferred Stock,$97.99,-0.465,-0.472%,"28,157,792,493"
STRF,Strategy Inc 10.00% Series A Perpetual Strife Preferred Stock,$97.98,0.58,0.595%,"28,154,918,955"
ONON,On Holding AG Class A Ordinary Shares,$43.87,-0.26,-0.589%,"27,845,773,692"
AGNCZ,"AGNC Investment Corp. Depositary Shares Each Representing a 1/1,000th Interest in a Share of 8.75% Series H Fixed-Rate Cumulative Redeemable Preferred Stock",$25.93,0.01,0.039%,"27,815,735,135"
ATO,Atmos Energy Corporation Common Stock,$171.83,3.02,1.789%,"27,783,765,925"
TEAM,Atlassian Corporation Class A Common Stock,$105.04,0.04,0.038%,"27,649,820,584"
DXCM,"DexCom, Inc. Common Stock",$70.82,-0.81,-1.131%,"27,620,952,383"
HBANP,Huntington Bancshares Incorporated Depositary Shares 4.500% Series H Non-Cumulative Perpetual Preferred Stock,$17.45,UNCH,--,"27,480,315,002"
MDB,"MongoDB, Inc. Class A Common Stock",$337.60,-8.46,-2.445%,"27,477,858,176"
FTS,Fortis Inc. Common Shares,$54.32,0.24,0.444%,"27,453,328,000"
AGNCN,"AGNC Investment Corp. Depositary Shares Each Representing a 1/1,000th Interest in a Share of 7.00% Series C Fixed-To-Floating Rate Cumulative Redeemable Preferred Stock",$25.59,0.01,0.039%,"27,451,008,951"
AGNCO,"AGNC Investment Corp. Depositary Shares, each representing a 1/1,000th interest in a share of 6.50% Series E Fixed-to-Floating Cumulative Redeemable Preferred Stock",$25.455,-0.015,-0.059%,"27,306,191,202"
TECK,Teck Resources Ltd Ordinary Shares,$55.90,-3.34,-5.638%,"27,290,380,000"
PHG,Koninklijke Philips N.V. NY Registry Shares,$29.48,0.46,1.585%,"27,271,476,320"
DVN,Devon Energy Corporation Common Stock,$43.39,2.28,5.546%,"27,218,547,000"
BIIB,Biogen Inc. Common Stock,$185.45,8.69,4.916%,"27,205,936,342"
LUV,Southwest Airlines Company Common Stock,$52.59,1.40,2.735%,"27,197,185,657"
FTAI,FTAI Aviation Ltd. Common Stock,$264.37,-22.11,-7.718%,"27,117,204,182"
SYF,Synchrony Financial Common Stock,$75.22,1.32,1.786%,"27,092,069,992"
FOX,Fox Corporation Class B Common Stock,$60.80,-2.38,-3.767%,"26,991,717,437"
FLUT,Flutter Entertainment plc Ordinary Shares,$153.90,0.70,0.457%,"26,960,373,445"
AGNCP,"AGNC Investment Corp. Depositary Shares Each Representing a 1/1,000th Interest in a Share of 6.125% Series F Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock",$25.10,0.04,0.16%,"26,925,374,157"
ZM,"Zoom Communications, Inc. Class A Common Stock",$90.83,2.10,2.367%,"26,894,851,014"
AGNCL,"AGNC Investment Corp. Depositary Shares Each Representing a 1/1,000th Interest in a Share of 7.75% Series G Fixed-Rate Reset Cumulative Redeemable Preferred Stock",$25.05,0.06,0.24%,"26,871,737,954"
WIT,Wipro Limited Common Stock,$2.56,UNCH,--,"26,808,668,285"
AGNCM,AGNC Investment Corp. Depositary Shares rep 6.875% Series D Fixed-to-Floating Cumulative Redeemable Preferred Stock,$24.988,0.008,0.032%,"26,805,229,061"
FE,FirstEnergy Corp. Common Stock,$46.40,-0.49,-1.045%,"26,803,681,752"
AER,AerCap Holdings N.V. Ordinary Shares,$143.17,-0.44,-0.306%,"26,741,754,323"
FIS,"Fidelity National Information Services, Inc. Common Stock",$51.57,0.63,1.237%,"26,705,563,899"
RF,Regions Financial Corporation Common Stock,$30.44,0.61,2.045%,"26,692,120,538"
WRB,W.R. Berkley Corporation Common Stock,$70.19,1.00,1.445%,"26,673,686,203"
KEP,Korea Electric Power Corporation Common Stock,$20.74,0.15,0.729%,"26,628,669,914"
IRM,Iron Mountain Incorporated (Delaware)Common Stock REIT,$90.07,1.46,1.648%,"26,623,745,454"
TPR,"Tapestry, Inc. Common Stock",$129.92,2.89,2.275%,"26,588,095,780"
VRSK,"Verisk Analytics, Inc. Common Stock",$189.51,-2.98,-1.548%,"26,412,495,741"
CINF,Cincinnati Financial Corporation Common Stock,$168.95,5.11,3.119%,"26,359,327,771"
STM,STMicroelectronics N.V. Common Stock,$29.33,1.47,5.276%,"26,349,540,716"
CNP,"CenterPoint Energy, Inc (Holding Co) Common Stock",$40.35,0.16,0.398%,"26,343,234,816"
PHM,"PulteGroup, Inc. Common Stock",$134.57,4.11,3.15%,"26,229,964,138"
SOFI,"SoFi Technologies, Inc. Common Stock  ",$20.75,-1.01,-4.642%,"26,126,638,512"
BNTX,BioNTech SE American Depositary Share,$108.77,0.52,0.48%,"26,101,624,351"
NMR,Nomura Holdings Inc ADR American Depositary Shares,$8.80,0.17,1.97%,"26,014,656,492"
EXE,Expand Energy Corporation Common Stock,$109.19,0.69,0.636%,"26,005,749,215"
PPL,PPL Corporation Common Stock,$35.13,-0.37,-1.042%,"25,987,037,288"
STE,STERIS plc (Ireland) Ordinary Shares,$264.27,2.60,0.994%,"25,937,310,068"
MKL,Markel Group Inc. Common Stock,"$2,054.08",15.43,0.757%,"25,902,462,320"
HUBB,Hubbell Inc Common Stock,$487.16,-16.70,-3.314%,"25,889,997,384"
